"","Watershed","Site.ID","Date","Observer","Start.Time","End.time","Spp","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest","Temp","cloudcover","Precip","TTD","YMax","Day","BStrm","BFresh","BSwamp","BImp","BSalt","BForest","km"
"697","Pawcatuck",2169,"2021-03-23","Kylie Rezendes","2021-03-23 12:36:00","2021-03-23 14:10:00",NA,NA,"foot",0.968421052631579,0,0,0,0.0315789473684211,0,14.4,0,0,NA,94,81,0,36.19547388,63.80465853,0,0,0,2416
"698","Pawcatuck",2169,"2021-03-23","John Crockett","2021-03-23 12:38:00","2021-03-23 13:58:00",NA,NA,"foot",0.9625,0,0,0,0.0375,0,13.3,0,0,NA,80,81,0,36.19547388,63.80465853,0,0,0,2416
"699","Quinebaug",5589,"2021-03-24","John Crockett","2021-03-24 12:47:00","2021-03-24 14:00:00",NA,NA,"foot",0,0.833333333333333,0,0,0,0.166666666666667,13.6,80,2,NA,73,82,3,6.60766010508215,14.6079646119663,0,0,13.2529328757064,1508
"701","Quinebaug",5589,"2021-03-24","Richard Mercer","2021-03-24 12:50:00","2021-03-24 14:08:00",NA,NA,"foot",0,0.833333333333333,0,0,0,0.166666666666667,13.6,81,2.1,NA,78,82,3,6.60766010508215,14.6079646119663,0,0,13.2529328757064,1508
"702","Quinebaug",5632,"2021-03-24","John Crockett","2021-03-24 11:11:00","2021-03-24 12:12:00","Otter",NA,"foot",0.111111111111111,0,0.0634920634920635,0,0,0.825396825396825,11.2,35,2,3,61,82,3,7.06217243637554,2.15243597825137,1.10212099911895,0,7.23814113470693,1111
"704","Quinebaug",5632,"2021-03-24","Richard Mercer","2021-03-24 11:14:00","2021-03-24 12:17:00",NA,NA,"foot",0.111111111111111,0,0.0634920634920635,0,0,0.825396825396825,11.2,34,2.1,NA,63,82,3,7.06217243637554,2.15243597825137,1.10212099911895,0,7.23814113470693,1111
"705","Quinebaug",6440,"2021-03-24","John Crockett","2021-03-24 10:07:00","2021-03-24 10:48:00",NA,NA,"foot",0,0,0,0,0,1,8.1,32,2,NA,41,82,2,0,0,0,0,1.46905359906483,1011
"706","Quinebaug",6440,"2021-03-24","Richard Mercer","2021-03-24 10:08:00","2021-03-24 10:50:00",NA,NA,"foot",0,0,0,0,0,1,8,32,2.1,NA,42,82,2,0,0,0,0,1.46905359906483,1011
"707","Quinebaug",6698,"2021-03-24","Amy Mayer","2021-03-24 14:18:00","2021-03-24 14:39:00",NA,NA,"foot",0,0,0,0,0,1,10.8,79,2.1,NA,21,82,0,0,0,0,0,6.42251191012208,907
"708","Quinebaug",6698,"2021-03-24","Emma Paton","2021-03-24 14:20:00","2021-03-24 14:39:00",NA,NA,"foot",0,0,0,0,0,1,10.8,79,2.1,NA,19,82,0,0,0,0,0,6.42251191012208,907
"709","Quinebaug",9697,"2021-03-24","Amy Mayer","2021-03-24 10:38:00","2021-03-24 11:06:00",NA,NA,"foot",0,0,0,0,0,1,9.8,32,2.1,NA,28,82,1,0,0,0,0,8.83963982376748,807
"710","Quinebaug",9697,"2021-03-24","Emma Paton","2021-03-24 10:39:00","2021-03-24 11:06:00",NA,NA,"foot",0,0,0,0,0,1,9.8,32,2.1,NA,27,82,1,0,0,0,0,8.83963982376748,807
"711","Quinebaug",9698,"2021-03-24","Amy Mayer","2021-03-24 11:06:00","2021-03-24 12:14:00",NA,NA,"foot",0.352941176470588,0,0,0,0,0.647058823529412,9.8,32,2.1,NA,68,82,3,5.28331487186492,0,0,0,14.699237819331,807
"714","Quinebaug",9698,"2021-03-24","Emma Paton","2021-03-24 11:07:00","2021-03-24 12:14:00","Otter",NA,"foot",0.253731343283582,0,0,0,0,0.746268656716418,9.8,32,2.1,13,67,82,3,5.28331487186492,0,0,0,14.699237819331,807
"717","Quinebaug",10398,"2021-03-24","Amy Mayer","2021-03-24 12:44:00","2021-03-24 13:28:00",NA,NA,"foot",0.363636363636364,0,0,0,0,0.636363636363636,10.7,71,2.1,NA,44,82,2,2.25869204052678,0,3.22185572585706,0,0,807
"720","Quinebaug",10398,"2021-03-24","Emma Paton","2021-03-24 12:46:00","2021-03-24 13:26:00",NA,NA,"foot",0.25,0,0,0,0,0.75,10.7,71,2.1,NA,40,82,2,2.25869204052678,0,3.22185572585706,0,0,807
"721","Pawcatuck",256,"2021-03-25","John Crockett","2021-03-25 09:59:00","2021-03-25 11:37:00",NA,NA,"kayak",0,1,0,0,0,0,10.2,91,6.5,NA,98,83,0,0,85.73132617,0,0,10.45643831,954
"724","Pawcatuck",256,"2021-03-25","Kylie Rezendes","2021-03-25 09:59:00","2021-03-25 11:39:00",NA,NA,"kayak",0,1,0,0,0,0,10.2,91,6.5,NA,100,83,0,0,85.73132617,0,0,10.45643831,954
"728","Pawcatuck",1548,"2021-03-30","Kylie Rezendes","2021-03-30 11:51:00","2021-03-30 13:25:00",NA,NA,"foot",0,0.0106382978723404,0,0,0,0.98936170212766,8.5,0,0,NA,94,88,0,0,45.72090426,0,0,0,1249
"729","Pawcatuck",1548,"2021-03-30","John Crockett","2021-03-30 11:51:00","2021-03-30 13:18:00",NA,NA,"foot",0,0.0106382978723404,0,0,0,0.98936170212766,10,0,0,NA,87,88,0,0,45.72090426,0,0,0,1249
"731","Pawcatuck",3124,"2021-04-19","John Crockett","2021-04-19 09:39:00","2021-04-19 10:40:00",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162,12.1,0,0,NA,61,108,4,0,28.51834184,0,0,69.99967719,2699
"733","Pawcatuck",3124,"2021-04-19","Charlie Brown","2021-04-19 09:45:00","2021-04-19 11:00:00",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162,12,0,0,NA,75,108,4,0,28.51834184,0,0,69.99967719,2699
"736","Block Island Sound",34,"2021-07-08","Kylie Rezendes","2021-07-08 10:47:00","2021-07-08 11:19:00",NA,"N","kayak",0,0.962962962962963,0.037037037037037,0,0,0,23.9,92,0.5,NA,32,188,0,2.08629720416598,13.6042941556869,0,22.1798144145658,0,1449
"737","Block Island Sound",34,"2021-07-08","John Crockett","2021-07-08 10:45:00","2021-07-08 11:17:00","Otter","N","kayak",0,0.92,0.08,0,0,0,23.9,92,0.5,20,32,188,0,2.08629720416598,13.6042941556869,0,22.1798144145658,0,1449
"738","Block Island Sound",61,"2021-08-18","Amy Mayer","2021-08-18 10:26:00","2021-08-18 10:56:00",NA,"N","kayak",0,0.943396226415094,0,0,0.0566037735849057,0,23.7,6,0,NA,30,229,0,0,0,0,31.5797538897323,53.2356261408325,764
"739","Block Island Sound",61,"2021-08-18","John Crockett","2021-08-18 10:20:00","2021-08-18 10:54:00",NA,"N","kayak",0,0.943396226415094,0,0,0.0566037735849057,0,23.7,6,0,NA,34,229,0,0,0,0,31.5797538897323,53.2356261408325,764
"740","Block Island Sound",65,"2021-08-18","Amy Mayer","2021-08-18 09:58:00","2021-08-18 10:18:00",NA,"N","kayak",0,0,1,0,0,0,23.7,6,0,NA,20,229,0,0,0,0.644666079023197,10.6121828939436,0.00502298412651,764
"741","Block Island Sound",65,"2021-08-18","John Crockett","2021-08-18 09:57:00","2021-08-18 10:17:00",NA,"N","kayak",0,0,1,0,0,0,23.7,6,0,NA,20,229,0,0,0,0.644666079023197,10.6121828939436,0.00502298412651,764
"742","Block Island Sound",203,"2021-07-08","Kylie Rezendes","2021-07-08 08:28:00","2021-07-08 09:04:00",NA,"N","kayak",0,0.138888888888889,0,0,0.694444444444444,0,21.7,64,0.5,NA,36,188,0,0,0,0,8.80410256468656,0,1253
"743","Block Island Sound",203,"2021-07-08","John Crockett","2021-07-08 08:27:00","2021-07-08 09:03:00",NA,"N","kayak",0,0.272727272727273,0,0,0.424242424242424,0,21.7,64,0.5,NA,36,188,0,0,0,0,8.80410256468656,0,1253
"744","Block Island Sound",236,"2021-07-08","Kylie Rezendes","2021-07-08 09:55:00","2021-07-08 10:36:00",NA,"N","kayak",0,1,0,0,0,0,23.3,79,0.5,NA,41,188,0,0,0,0.518786028254184,25.7847376269473,0,1449
"745","Block Island Sound",236,"2021-07-08","John Crockett","2021-07-08 09:54:00","2021-07-08 10:43:00","Otter","N","kayak",0,1,0,0,0,0,23.3,79,0.5,15,49,188,0,0,0,0.518786028254184,25.7847376269473,0,1449
"747","Block Island Sound",272,"2021-06-24","Kylie Rezendes","2021-06-24 09:58:00","2021-06-24 10:43:00",NA,"N","kayak",0,1,0,0,0,0,20,0,0.7,NA,45,174,1,0,1.68860330933266,0,50.1548230305907,0,1839
"748","Block Island Sound",272,"2021-06-24","John Crockett","2021-06-24 09:58:00","2021-06-24 10:41:00",NA,"N","kayak",0,1,0,0,0,0,20,0,0.7,NA,43,174,1,0,1.68860330933266,0,50.1548230305907,0,1839
"749","Block Island Sound",353,"2021-06-04","Amy Mayer","2021-06-04 07:58:00","2021-06-04 09:02:00",NA,"N","kayak",0.65625,0,0,0,0,0.34375,17.3,100,4.2,NA,64,154,0,56.646710008424,0,0,0,7.6015522422193,1834
"750","Block Island Sound",353,"2021-06-04","John Crockett","2021-06-04 09:08:00","2021-06-04 09:46:00",NA,"N","kayak",0.289473684210526,0,0,0,0,0.710526315789474,17.5,100,4.2,NA,38,154,0,56.646710008424,0,0,0,7.6015522422193,1834
"751","Block Island Sound",358,"2021-06-04","Amy Mayer","2021-06-04 09:10:00","2021-06-04 09:52:00",NA,"N","kayak",0.380952380952381,0,0,0,0,0.619047619047619,17.5,100,4.2,NA,42,154,2,1.31037361180059,0,0,0,81.2036538299675,1834
"752","Block Island Sound",358,"2021-06-04","John Crockett","2021-06-04 07:56:00","2021-06-04 08:56:00",NA,"N","kayak",0.6,0,0,0,0,0.4,17.3,100,4.2,NA,60,154,2,1.31037361180059,0,0,0,81.2036538299675,1834
"755","Block Island Sound",498,"2021-06-17","Kylie Rezendes","2021-06-17 10:25:00","2021-06-17 11:01:00",NA,"N","foot",0.84375,0,0,0,0,0.15625,18,5,0,NA,36,167,3,7.5403059630502,3.37806819463208,0,0,61.8259149762789,3102
"756","Block Island Sound",498,"2021-06-17","John Crockett","2021-06-17 10:30:00","2021-06-17 11:08:00",NA,"N","foot",0.605263157894737,0,0,0,0,0.394736842105263,19.9,1,0,NA,38,167,3,7.5403059630502,3.37806819463208,0,0,61.8259149762789,3102
"758","Block Island Sound",652,"2021-06-17","Kylie Rezendes","2021-06-17 11:24:00","2021-06-17 12:02:00",NA,"N","foot",0.236842105263158,0,0.0789473684210526,0,0,0.684210526315789,19.9,1,0,NA,38,167,2,30.3131673717464,0,0,0,8.14478337783095,3102
"759","Block Island Sound",652,"2021-06-17","John Crockett","2021-06-17 11:25:00","2021-06-17 12:02:00",NA,"N","foot",0.162162162162162,0,0.027027027027027,0,0,0.810810810810811,19.9,1,0,NA,37,167,2,30.3131673717464,0,0,0,8.14478337783095,3102
"760","Block Island Sound",792,"2021-08-20","John Crockett","2021-08-20 09:55:00","2021-08-20 11:04:00","Otter","N","kayak",0.420289855072464,0.579710144927536,0,0,0,0,24.4,16,0.1,5,69,231,0,0,0,6.85928759162612,75.9103831210171,0,3012
"761","Block Island Sound",792,"2021-08-20","Kylie Rezendes","2021-08-20 09:53:00","2021-08-20 11:03:00",NA,"N","kayak",0.428571428571429,0.571428571428571,0,0,0,0,24.4,16,0.1,NA,70,231,0,0,0,6.85928759162612,75.9103831210171,0,3012
"762","Block Island Sound",799,"2021-08-20","John Crockett","2021-08-20 11:33:00","2021-08-20 12:10:00",NA,"N","kayak",0,0.9,0.1,0,0,0,25.7,100,0.1,NA,37,231,0,0,0,11.8514192665565,5.99153723789684,0,3012
"763","Block Island Sound",799,"2021-08-20","Kylie Rezendes","2021-08-20 11:32:00","2021-08-20 12:09:00",NA,"N","kayak",0,0.875,0.125,0,0,0,25.7,100,0.1,NA,37,231,0,0,0,11.8514192665565,5.99153723789684,0,3012
"764","Block Island Sound",889,"2021-06-17","Kylie Rezendes","2021-06-17 09:36:00","2021-06-17 10:12:00",NA,"N","foot",0.166666666666667,0,0.555555555555556,0,0,0.277777777777778,18,5,0,NA,36,167,3,0.234933091870605,3.64336311729038,0.743225470663278,0,18.7895042560102,3299
"765","Block Island Sound",889,"2021-06-17","John Crockett","2021-06-17 09:37:00","2021-06-17 10:07:00",NA,"N","foot",0.166666666666667,0,0.433333333333333,0,0,0.4,18,5,0,NA,30,167,3,0.234933091870605,3.64336311729038,0.743225470663278,0,18.7895042560102,3299
"766","Block Island Sound",905,"2021-06-17","Kylie Rezendes","2021-06-17 08:07:00","2021-06-17 08:48:00",NA,"N","foot",0,0.707317073170732,0,0,0.268292682926829,0.024390243902439,13.5,6,0,NA,41,167,0,0,0,0,14.302187036439,4.91408920079929,3303
"767","Block Island Sound",905,"2021-06-17","John Crockett","2021-06-17 08:10:00","2021-06-17 09:00:00",NA,"N","foot",0,0.38,0,0,0.62,0,13.5,6,0,NA,50,167,0,0,0,0,14.302187036439,4.91408920079929,3303
"768","Pawcatuck",9,"2021-06-28","Amy Mayer","2021-06-28 09:45:00","2021-06-28 10:42:00",NA,"N","foot",0,1,0,0,0,0,24.2,29,0,NA,57,178,1,0,2.766684238,13.87869485,41.481128883,0,470
"769","Pawcatuck",9,"2021-06-28","John Crockett","2021-06-28 09:40:00","2021-06-28 10:40:00","Otter","N","foot",0.0166666666666667,0.983333333333333,0,0,0,0,24.2,29,0,32,60,178,1,0,2.766684238,13.87869485,41.481128883,0,470
"770","Pawcatuck",42,"2021-07-16","John Crockett","2021-07-16 10:21:00","2021-07-16 10:45:00",NA,"N","kayak",0,1,0,0,0,0,25.6,15,0,NA,24,196,0,0,0,2.287739778,12.482689767,0,469
"771","Pawcatuck",42,"2021-07-16","Amy Mayer","2021-07-16 10:22:00","2021-07-16 10:48:00",NA,"N","kayak",0,1,0,0,0,0,25.6,15,0,NA,26,196,0,0,0,2.287739778,12.482689767,0,469
"772","Pawcatuck",43,"2021-07-16","John Crockett","2021-07-16 09:31:00","2021-07-16 09:47:00",NA,"N","kayak",0,0,0,0,0,1,25.6,15,0,NA,16,196,0,0,0,15.29911512,9.845456679,0,566
"773","Pawcatuck",43,"2021-07-16","Amy Mayer","2021-07-16 09:33:00","2021-07-16 09:50:00",NA,"N","kayak",0,0,0,0.307692307692308,0,0.692307692307692,25.6,15,0,NA,17,196,0,0,0,15.29911512,9.845456679,0,566
"774","Pawcatuck",45,"2021-07-16","John Crockett","2021-07-16 11:21:00","2021-07-16 11:40:00",NA,"N","kayak",0,1,0,0,0,0,26.7,22,0,NA,19,196,0,0,0,8.70241457,7.143663695,0,372
"775","Pawcatuck",45,"2021-07-16","Amy Mayer","2021-07-16 11:22:00","2021-07-16 11:42:00",NA,"N","kayak",0,0.5,0.5,0,0,0,26.7,22,0,NA,20,196,0,0,0,8.70241457,7.143663695,0,372
"776","Pawcatuck",183,"2021-06-30","Amy Mayer","2021-06-30 09:36:00","2021-06-30 10:40:00",NA,"N","foot",0.28125,0.71875,0,0,0,0,27,8,0.1,NA,64,180,4,0,68.98323874,0,0,31.016975019,1344
"777","Pawcatuck",183,"2021-06-30","John Crockett","2021-06-30 09:35:00","2021-06-30 10:30:00",NA,"N","foot",0.272727272727273,0.727272727272727,0,0,0,0,27,8,0.1,NA,55,180,4,0,68.98323874,0,0,31.016975019,1344
"779","Pawcatuck",195,"2021-06-30","Amy Mayer","2021-06-30 11:08:00","2021-06-30 12:13:00",NA,"N","kayak",0.569230769230769,0,0,0,0,0.430769230769231,28.2,2,0.1,NA,65,180,0,4.140978838,0,0,0,2.802146627,1344
"781","Pawcatuck",195,"2021-06-30","John Crockett","2021-06-30 11:08:00","2021-06-30 11:58:00",NA,"N","kayak",0.6,0,0,0,0,0.4,28.2,2,0.1,NA,50,180,0,4.140978838,0,0,0,2.802146627,1344
"783","Pawcatuck",256,"2021-06-07","Amy Mayer","2021-06-07 11:31:00","2021-06-07 12:25:00",NA,"N","kayak",0,1,0,0,0,0,24,23,0.1,NA,54,157,0,0,85.73132617,0,0,10.45643831,954
"785","Pawcatuck",256,"2021-06-07","John Crockett","2021-06-07 11:29:00","2021-06-07 12:30:00",NA,"N","kayak",0,1,0,0,0,0,23.4,28,0.1,NA,61,157,0,0,85.73132617,0,0,10.45643831,954
"788","Pawcatuck",320,"2021-06-07","Amy Mayer","2021-06-07 08:59:00","2021-06-07 09:58:00",NA,"N","kayak",0.677966101694915,0,0,0,0,0.322033898305085,21.1,1,0.1,NA,59,157,2,4.352958925,1.794784454,0,0,27.34958829,952
"792","Pawcatuck",320,"2021-06-07","John Crockett","2021-06-07 08:57:00","2021-06-07 09:55:00","Otter","N","kayak",0.53448275862069,0,0,0,0,0.46551724137931,21.1,1,0.1,4,58,157,2,4.352958925,1.794784454,0,0,27.34958829,952
"795","Pawcatuck",384,"2021-07-30","Amy Mayer","2021-07-30 13:45:00","2021-07-30 14:38:00",NA,"N","foot",0,0,0,0,0,1,25,21,3.5,NA,53,210,3,0,2.816629247,0,0,37.73357686,1045
"796","Pawcatuck",384,"2021-07-30","John Crockett","2021-07-30 13:43:00","2021-07-30 14:42:00",NA,"N","foot",0,0,0,0,0,1,25,21,3.5,NA,59,210,3,0,2.816629247,0,0,37.73357686,1045
"799","Pawcatuck",748,"2021-06-14","John Crockett","2021-06-14 08:03:00","2021-06-14 09:20:00",NA,"N","foot",0.584415584415584,0,0,0,0,0.415584415584416,16.5,49,3.9,NA,77,164,1,17.95605227,0,0.107124677,0,1.802637112,1539
"802","Pawcatuck",748,"2021-06-14","Amy Mayer","2021-06-14 08:07:00","2021-06-14 09:22:00",NA,"N","foot",0.333333333333333,0,0,0,0,0.666666666666667,16.5,49,3.9,NA,75,164,1,17.95605227,0,0.107124677,0,1.802637112,1539
"804","Pawcatuck",1079,"2021-07-30","Amy Mayer","2021-07-30 10:11:00","2021-07-30 11:06:00","Otter","N","foot",0.0181818181818182,0,0,0,0,0.981818181818182,20.7,18,3.5,19,55,210,0,1.525085588,0,0,0,9.433156714,1434
"806","Pawcatuck",1079,"2021-07-30","John Crockett","2021-07-30 10:08:00","2021-07-30 11:04:00",NA,"N","foot",0.0178571428571429,0.0178571428571429,0,0,0,0.964285714285714,20.7,18,3.5,NA,56,210,0,1.525085588,0,0,0,9.433156714,1434
"809","Pawcatuck",1113,"2021-07-30","Amy Mayer","2021-07-30 09:03:00","2021-07-30 09:52:00",NA,"N","foot",0,0,0,0,0,1,19.8,2,3.5,NA,49,210,4,0,0,0.720310277,0,33.28250741,1336
"811","Pawcatuck",1113,"2021-07-30","John Crockett","2021-07-30 09:01:00","2021-07-30 09:49:00",NA,"N","foot",0,0,0,0,0,1,19.8,2,3.5,NA,48,210,4,0,0,0.720310277,0,33.28250741,1336
"813","Pawcatuck",1236,"2021-06-29","Kylie Rezendes","2021-06-29 12:42:00","2021-06-29 13:07:00",NA,"N","kayak",1,0,0,0,0,0,33.4,4,1,NA,25,179,0,0.062367966,0,7.40318155,0,1.723469713,1431
"815","Pawcatuck",1236,"2021-06-29","John Crockett","2021-06-29 12:43:00","2021-06-29 13:07:00",NA,"N","kayak",0.75,0.25,0,0,0,0,29.8,3,0,NA,24,179,0,0.062367966,0,7.40318155,0,1.723469713,1431
"816","Pawcatuck",1248,"2021-07-30","Amy Mayer","2021-07-30 11:54:00","2021-07-30 12:13:00",NA,"N","foot",0.263157894736842,0,0,0,0,0.736842105263158,23.4,20,3.5,NA,19,210,1,1.976089828,0,5.628682599,0,5.459475152,1038
"817","Pawcatuck",1248,"2021-07-30","John Crockett","2021-07-30 11:56:00","2021-07-30 12:11:00",NA,"N","foot",0.333333333333333,0,0,0,0,0.666666666666667,23.4,20,3.5,NA,15,210,1,1.976089828,0,5.628682599,0,5.459475152,1038
"818","Pawcatuck",1250,"2021-06-29","Kylie Rezendes","2021-06-29 13:23:00","2021-06-29 13:59:00",NA,"N","kayak",0.0555555555555556,0,0,0,0,0.944444444444444,33.4,4,1,NA,36,179,4,3.591779181,0,41.40011758,0,8.973564524,1430
"821","Pawcatuck",1250,"2021-06-29","John Crockett","2021-06-29 13:23:00","2021-06-29 14:00:00",NA,"N","foot",0.162162162162162,0,0,0,0,0.837837837837838,29.8,3,0,NA,37,179,4,3.591779181,0,41.40011758,0,8.973564524,1430
"822","Pawcatuck",1517,"2021-06-18","John Crockett","2021-06-18 13:02:00","2021-06-18 13:19:00",NA,"N","kayak",0.529411764705882,0,0,0,0,0.470588235294118,24.7,0,0,NA,17,168,0,0,0,0,0,10.96759256,1423
"825","Pawcatuck",1517,"2021-06-18","Amy Mayer","2021-06-18 13:03:00","2021-06-18 13:21:00","Otter","N","kayak",0.722222222222222,0,0,0,0,0.277777777777778,24.7,0,0,0,18,168,0,0,0,0,0,10.96759256,1423
"827","Pawcatuck",1519,"2021-06-18","John Crockett","2021-06-18 11:34:00","2021-06-18 12:43:00",NA,"N","kayak",0.869565217391304,0,0,0,0,0.130434782608696,23.9,0,0,NA,69,168,0,0,0,0,0,33.47679689,1424
"831","Pawcatuck",1519,"2021-06-18","Amy Mayer","2021-06-18 11:36:00","2021-06-18 12:49:00",NA,"N","kayak",0.821917808219178,0,0,0,0,0.178082191780822,23.9,0,0,NA,73,168,0,0,0,0,0,33.47679689,1424
"834","Pawcatuck",1548,"2021-06-28","Amy Mayer","2021-06-28 11:46:00","2021-06-28 12:27:00",NA,"N","foot",0.585365853658537,0.268292682926829,0,0,0,0.146341463414634,26.4,29,0,NA,41,178,0,0,45.72090426,0,0,0,1249
"835","Pawcatuck",1548,"2021-06-28","John Crockett","2021-06-28 11:43:00","2021-06-28 12:25:00",NA,"N","foot",0.619047619047619,0.214285714285714,0,0,0,0.166666666666667,26.4,29,0,NA,42,178,0,0,45.72090426,0,0,0,1249
"836","Pawcatuck",1652,"2021-07-30","Amy Mayer","2021-07-30 12:30:00","2021-07-30 13:07:00",NA,"N","foot",0.72972972972973,0,0,0,0,0.27027027027027,24.5,19,3.5,NA,37,210,2,2.896915389,0,4.67283315,0,0,1039
"837","Pawcatuck",1652,"2021-07-30","John Crockett","2021-07-30 12:27:00","2021-07-30 13:00:00",NA,"N","foot",0.636363636363636,0,0,0,0,0.363636363636364,23.4,20,3.5,NA,33,210,2,2.896915389,0,4.67283315,0,0,1039
"838","Pawcatuck",1664,"2021-06-29","Kylie Rezendes","2021-06-29 11:32:00","2021-06-29 12:02:00",NA,"N","kayak",0.866666666666667,0,0.0666666666666667,0,0,0.0666666666666667,32.2,26,1,NA,30,179,1,3.658407157,0,23.13125853,0,0,1528
"840","Pawcatuck",1664,"2021-06-29","John Crockett","2021-06-29 11:34:00","2021-06-29 12:12:00",NA,"N","kayak",0.684210526315789,0,0,0,0,0.315789473684211,28.9,18,0,NA,38,179,1,3.658407157,0,23.13125853,0,0,1528
"842","Pawcatuck",1721,"2021-07-16","John Crockett","2021-07-16 08:40:00","2021-07-16 09:07:00",NA,"N","kayak",0,0,1,0,0,0,24.5,11,0,NA,27,196,2,0,0,23.15065434,0.086853357,0,466
"843","Pawcatuck",1721,"2021-07-16","Amy Mayer","2021-07-16 08:43:00","2021-07-16 09:08:00",NA,"N","kayak",0,0,1,0,0,0,24.5,11,0,NA,25,196,2,0,0,23.15065434,0.086853357,0,466
"844","Pawcatuck",1800,"2021-07-14","John Crockett","2021-07-14 12:41:00","2021-07-14 13:11:00",NA,"N","kayak",0,0,0,0,0,1,24.7,100,0,NA,30,194,1,0,82.98918796,4.341246927,0,12.66937351,2318
"846","Pawcatuck",1800,"2021-07-14","Amy Mayer","2021-07-14 11:53:00","2021-07-14 13:25:00",NA,"N","kayak",0,0,0.0652173913043478,0,0,0.934782608695652,23.8,100,0,NA,92,194,1,0,82.98918796,4.341246927,0,12.66937351,2318
"849","Pawcatuck",1945,"2021-06-29","Kylie Rezendes","2021-06-29 09:44:00","2021-06-29 10:48:00",NA,"N","kayak",0.875,0,0,0,0,0.125,28.4,16,1,NA,64,179,0,3.499257628,0,0.013017867,0,11.73454826,1536
"852","Pawcatuck",1945,"2021-06-29","John Crockett","2021-06-29 09:45:00","2021-06-29 10:44:00",NA,"N","kayak",0.864406779661017,0,0,0,0,0.135593220338983,26.2,19,0,NA,59,179,0,3.499257628,0,0.013017867,0,11.73454826,1536
"856","Pawcatuck",2000,"2021-06-15","Kylie Rezendes","2021-06-15 12:41:00","2021-06-15 14:03:00",NA,"N","foot",0.329268292682927,0,0,0,0,0.670731707317073,19.8,100,11.6,NA,82,165,3,2.772511702,0,0,0,12.13175112,1633
"859","Pawcatuck",2000,"2021-06-15","John Crockett","2021-06-15 12:41:00","2021-06-15 14:03:00",NA,"N","foot",0.463414634146341,0,0,0,0,0.536585365853659,19.8,100,11.6,NA,82,165,3,2.772511702,0,0,0,12.13175112,1633
"864","Pawcatuck",2051,"2021-06-15","Kylie Rezendes","2021-06-15 08:45:00","2021-06-15 10:34:00",NA,"N","foot",0,1,0,0,0,0,18.3,87,11.6,NA,109,165,3,0,0,5.116479403,0,17.63333158,1631
"867","Pawcatuck",2051,"2021-06-15","John Crockett","2021-06-15 08:48:00","2021-06-15 10:34:00",NA,"N","foot",0,1,0,0,0,0,18.3,87,11.6,NA,106,165,3,0,0,5.116479403,0,17.63333158,1631
"870","Pawcatuck",2169,"2021-07-12","John Crockett","2021-07-12 09:09:00","2021-07-12 10:27:00",NA,"N","foot",0.974358974358974,0,0,0,0.0256410256410256,0,21.7,100,8.1,NA,78,192,0,36.19547388,63.80465853,0,0,0,2416
"871","Pawcatuck",2169,"2021-07-12","Amy Mayer","2021-07-12 09:20:00","2021-07-12 10:42:00",NA,"N","kayak",1,0,0,0,0,0,21.7,100,8.1,NA,82,192,0,36.19547388,63.80465853,0,0,0,2416
"872","Pawcatuck",2197,"2021-07-14","John Crockett","2021-07-14 09:30:00","2021-07-14 09:48:00",NA,"N","kayak",0,1,0,0,0,0,22.4,100,0,NA,18,194,4,0.738617518,16.52240473,0,0,33.53876602,2611
"874","Pawcatuck",2197,"2021-07-14","Amy Mayer","2021-07-14 09:32:00","2021-07-14 09:55:00",NA,"N","kayak",0,1,0,0,0,0,22.4,100,0,NA,23,194,4,0.738617518,16.52240473,0,0,33.53876602,2611
"875","Pawcatuck",2512,"2021-06-15","Kylie Rezendes","2021-06-15 11:04:00","2021-06-15 12:08:00",NA,"N","foot",0,0,0,0,0,1,19.6,81,11.6,NA,64,165,3,0,0,0,0,17.30997982,1630
"877","Pawcatuck",2512,"2021-06-15","John Crockett","2021-06-15 11:05:00","2021-06-15 11:57:00",NA,"N","foot",0,0,0,0,0,1,19.6,81,11.6,NA,52,165,3,0,0,0,0,17.30997982,1630
"881","Pawcatuck",3124,"2021-07-27","Amy Mayer","2021-07-27 09:36:00","2021-07-27 10:45:00",NA,"N","kayak",0,0.797101449275362,0,0,0,0.202898550724638,24.7,0,0,NA,69,207,4,0,28.51834184,0,0,69.99967719,2699
"884","Pawcatuck",3124,"2021-07-27","John Crockett","2021-07-27 09:38:00","2021-07-27 10:38:00",NA,"N","kayak",0,0.797101449275362,0,0,0,0.202898550724638,24.7,0,0,NA,60,207,4,0,28.51834184,0,0,69.99967719,2699
"886","Pawcatuck",3622,"2021-06-18","John Crockett","2021-06-18 08:48:00","2021-06-18 10:42:00",NA,"N","kayak",0.298245614035088,0.280701754385965,0,0,0,0.421052631578947,18.7,0,0,NA,114,168,4,3.291258301,0.798018163,1.874369981,0,3.809652603,1420
"888","Pawcatuck",3622,"2021-06-18","Amy Mayer","2021-06-18 08:50:00","2021-06-18 10:43:00",NA,"N","kayak",0.256637168141593,0.221238938053097,0,0,0,0.52212389380531,18.7,0,0,NA,113,168,4,3.291258301,0.798018163,1.874369981,0,3.809652603,1420
